date,area_name,healthcare_type,patients
2022-02-15,Rest of England,Patients admitted to Hospital,1007
2022-02-16,London,Patients in mechanical ventilation beds,118
2022-02-16,London,Patients in Hospital,2004
2022-02-16,London,Patients admitted to Hospital,144
2022-02-16,Rest of England,Patients in mechanical ventilation beds,208
2022-02-16,Rest of England,Patients in Hospital,7800
2022-02-16,Rest of England,Patients admitted to Hospital,976
2022-02-17,London,Patients in mechanical ventilation beds,103
2022-02-17,London,Patients in Hospital,1972
2022-02-17,London,Patients admitted to Hospital,149
2022-02-17,Rest of England,Patients in mechanical ventilation beds,200
2022-02-17,Rest of England,Patients in Hospital,7628
2022-02-17,Rest of England,Patients admitted to Hospital,822
2022-02-18,London,Patients in mechanical ventilation beds,106
2022-02-18,London,Patients in Hospital,1899
2022-02-18,London,Patients admitted to Hospital,129
2022-02-18,Rest of England,Patients in mechanical ventilation beds,197
2022-02-18,Rest of England,Patients in Hospital,7359
2022-02-18,Rest of England,Patients admitted to Hospital,771
2022-02-19,London,Patients in mechanical ventilation beds,101
2022-02-19,London,Patients in Hospital,1832
2022-02-19,London,Patients admitted to Hospital,106
2022-02-19,Rest of England,Patients in mechanical ventilation beds,195
2022-02-19,Rest of England,Patients in Hospital,7355
2022-02-19,Rest of England,Patients admitted to Hospital,728
2022-02-20,London,Patients in mechanical ventilation beds,111
2022-02-20,London,Patients in Hospital,1829
2022-02-20,London,Patients admitted to Hospital,111
2022-02-20,Rest of England,Patients in mechanical ventilation beds,193
2022-02-20,Rest of England,Patients in Hospital,7229
2022-02-20,Rest of England,Patients admitted to Hospital,860
2022-02-21,London,Patients in mechanical ventilation beds,98
2022-02-21,London,Patients in Hospital,1799
2022-02-21,London,Patients admitted to Hospital,114
2022-02-21,Rest of England,Patients in mechanical ventilation beds,194
2022-02-21,Rest of England,Patients in Hospital,7430
2022-02-21,Rest of England,Patients admitted to Hospital,916
2022-02-22,London,Patients in mechanical ventilation beds,101
2022-02-22,London,Patients in Hospital,1809
2022-02-22,London,Patients admitted to Hospital,125
2022-02-22,Rest of England,Patients in mechanical ventilation beds,183
2022-02-22,Rest of England,Patients in Hospital,7139
2022-02-22,Rest of England,Patients admitted to Hospital,851
2022-02-23,London,Patients in mechanical ventilation beds,98
2022-02-23,London,Patients in Hospital,1776
2022-02-23,London,Patients admitted to Hospital,106
2022-02-23,Rest of England,Patients in mechanical ventilation beds,180
2022-02-23,Rest of England,Patients in Hospital,7092
2022-02-23,Rest of England,Patients admitted to Hospital,870
2022-02-24,London,Patients in mechanical ventilation beds,94
2022-02-24,London,Patients in Hospital,1712
2022-02-24,London,Patients admitted to Hospital,116
2022-02-24,Rest of England,Patients in mechanical ventilation beds,168
2022-02-24,Rest of England,Patients in Hospital,6933
2022-02-24,Rest of England,Patients admitted to Hospital,868
2022-02-25,London,Patients in mechanical ventilation beds,94
2022-02-25,London,Patients in Hospital,1661
2022-02-25,London,Patients admitted to Hospital,104
2022-02-25,Rest of England,Patients in mechanical ventilation beds,152
2022-02-25,Rest of England,Patients in Hospital,6837
2022-02-25,Rest of England,Patients admitted to Hospital,737
2022-02-26,London,Patients in mechanical ventilation beds,88
2022-02-26,London,Patients in Hospital,1576
2022-02-26,London,Patients admitted to Hospital,92
2022-02-26,Rest of England,Patients in mechanical ventilation beds,138
2022-02-26,Rest of England,Patients in Hospital,6621
2022-02-26,Rest of England,Patients admitted to Hospital,796
2022-02-27,London,Patients in mechanical ventilation beds,92
2022-02-27,London,Patients in Hospital,1572
2022-02-27,London,Patients admitted to Hospital,112
2022-02-27,Rest of England,Patients in mechanical ventilation beds,147
2022-02-27,Rest of England,Patients in Hospital,6733
2022-02-27,Rest of England,Patients admitted to Hospital,837
2022-02-28,London,Patients in mechanical ventilation beds,98
2022-02-28,London,Patients in Hospital,1579
2022-02-28,London,Patients admitted to Hospital,134
2022-02-28,Rest of England,Patients in mechanical ventilation beds,156
2022-02-28,Rest of England,Patients in Hospital,6959
2022-02-28,Rest of England,Patients admitted to Hospital,1011
2022-03-01,London,Patients in mechanical ventilation beds,96
2022-03-01,London,Patients in Hospital,1575
2022-03-01,London,Patients admitted to Hospital,137
2022-03-01,Rest of England,Patients in mechanical ventilation beds,149
2022-03-01,Rest of England,Patients in Hospital,6911
2022-03-01,Rest of England,Patients admitted to Hospital,974
2022-03-02,London,Patients in mechanical ventilation beds,97
2022-03-02,London,Patients in Hospital,1573
2022-03-02,London,Patients admitted to Hospital,153
2022-03-02,Rest of England,Patients in mechanical ventilation beds,152
2022-03-02,Rest of England,Patients in Hospital,6829
2022-03-02,Rest of England,Patients admitted to Hospital,1031
2022-03-03,London,Patients in mechanical ventilation beds,93
2022-03-03,London,Patients in Hospital,1553
2022-03-03,London,Patients admitted to Hospital,135
2022-03-03,Rest of England,Patients in mechanical ventilation beds,141
2022-03-03,Rest of England,Patients in Hospital,6657
2022-03-03,Rest of England,Patients admitted to Hospital,1091
2022-03-04,London,Patients in mechanical ventilation beds,89
2022-03-04,London,Patients in Hospital,1529
2022-03-04,London,Patients admitted to Hospital,129
2022-03-04,Rest of England,Patients in mechanical ventilation beds,143
2022-03-04,Rest of England,Patients in Hospital,6874
2022-03-04,Rest of England,Patients admitted to Hospital,915
2022-03-05,London,Patients in mechanical ventilation beds,95
2022-03-05,London,Patients in Hospital,1476
2022-03-05,London,Patients admitted to Hospital,133
2022-03-05,Rest of England,Patients in mechanical ventilation beds,136
2022-03-05,Rest of England,Patients in Hospital,6924
2022-03-05,Rest of England,Patients admitted to Hospital,917
2022-03-06,London,Patients in mechanical ventilation beds,92
2022-03-06,London,Patients in Hospital,1496
2022-03-06,London,Patients admitted to Hospital,165
2022-03-06,Rest of England,Patients in mechanical ventilation beds,142
2022-03-06,Rest of England,Patients in Hospital,7006
2022-03-06,Rest of England,Patients admitted to Hospital,1095
2022-03-07,London,Patients in mechanical ventilation beds,92
2022-03-07,London,Patients in Hospital,1595
2022-03-07,London,Patients admitted to Hospital,159
2022-03-07,Rest of England,Patients in mechanical ventilation beds,147
2022-03-07,Rest of England,Patients in Hospital,7328
2022-03-07,Rest of England,Patients admitted to Hospital,1119
2022-03-08,London,Patients in mechanical ventilation beds,92
2022-03-08,London,Patients in Hospital,1624
2022-03-08,London,Patients admitted to Hospital,143
2022-03-08,Rest of England,Patients in mechanical ventilation beds,150
2022-03-08,Rest of England,Patients in Hospital,7552
2022-03-08,Rest of England,Patients admitted to Hospital,1246
2022-03-09,London,Patients in mechanical ventilation beds,91
2022-03-09,London,Patients in Hospital,1641
2022-03-09,London,Patients admitted to Hospital,201
2022-03-09,Rest of England,Patients in mechanical ventilation beds,144
2022-03-09,Rest of England,Patients in Hospital,7522
2022-03-09,Rest of England,Patients admitted to Hospital,1320
2022-03-10,London,Patients in mechanical ventilation beds,84
2022-03-10,London,Patients in Hospital,1619
2022-03-10,London,Patients admitted to Hospital,177
2022-03-10,Rest of England,Patients in mechanical ventilation beds,137
2022-03-10,Rest of England,Patients in Hospital,7622
2022-03-10,Rest of England,Patients admitted to Hospital,1237
2022-03-11,London,Patients in mechanical ventilation beds,87
2022-03-11,London,Patients in Hospital,1653
2022-03-11,London,Patients admitted to Hospital,196
2022-03-11,Rest of England,Patients in mechanical ventilation beds,134
2022-03-11,Rest of England,Patients in Hospital,7716
2022-03-11,Rest of England,Patients admitted to Hospital,1216
2022-03-12,London,Patients in mechanical ventilation beds,82
2022-03-12,London,Patients in Hospital,1632
2022-03-12,London,Patients admitted to Hospital,166
2022-03-12,Rest of England,Patients in mechanical ventilation beds,134
2022-03-12,Rest of England,Patients in Hospital,7986
2022-03-12,Rest of England,Patients admitted to Hospital,1202
2022-03-13,London,Patients in mechanical ventilation beds,86
2022-03-13,London,Patients in Hospital,1728
2022-03-13,London,Patients admitted to Hospital,168
2022-03-13,Rest of England,Patients in mechanical ventilation beds,129
2022-03-13,Rest of England,Patients in Hospital,8180
2022-03-13,Rest of England,Patients admitted to Hospital,1423
2022-03-14,London,Patients in mechanical ventilation beds,87
2022-03-14,London,Patients in Hospital,1823
2022-03-14,London,Patients admitted to Hospital,193
2022-03-14,Rest of England,Patients in mechanical ventilation beds,152
2022-03-14,Rest of England,Patients in Hospital,8753
2022-03-14,Rest of England,Patients admitted to Hospital,1458
2022-03-15,London,Patients in mechanical ventilation beds,90
2022-03-15,London,Patients in Hospital,1867
2022-03-15,London,Patients admitted to Hospital,199
2022-03-15,Rest of England,Patients in mechanical ventilation beds,145
2022-03-15,Rest of England,Patients in Hospital,9010
2022-03-15,Rest of England,Patients admitted to Hospital,1601
2022-03-16,London,Patients in mechanical ventilation beds,102
2022-03-16,London,Patients in Hospital,1902
2022-03-16,London,Patients admitted to Hospital,206
2022-03-16,Rest of England,Patients in mechanical ventilation beds,134
2022-03-16,Rest of England,Patients in Hospital,9108
2022-03-16,Rest of England,Patients admitted to Hospital,1617
2022-03-17,London,Patients in mechanical ventilation beds,104
2022-03-17,London,Patients in Hospital,1920
2022-03-17,London,Patients admitted to Hospital,201
2022-03-17,Rest of England,Patients in mechanical ventilation beds,145
2022-03-17,Rest of England,Patients in Hospital,9426
2022-03-17,Rest of England,Patients admitted to Hospital,1537
2022-03-18,London,Patients in mechanical ventilation beds,97
2022-03-18,London,Patients in Hospital,1930
2022-03-18,London,Patients admitted to Hospital,170
2022-03-18,Rest of England,Patients in mechanical ventilation beds,143
2022-03-18,Rest of England,Patients in Hospital,9665
2022-03-18,Rest of England,Patients admitted to Hospital,1459
2022-03-19,London,Patients in mechanical ventilation beds,95
2022-03-19,London,Patients in Hospital,1934
2022-03-19,London,Patients admitted to Hospital,211
2022-03-19,Rest of England,Patients in mechanical ventilation beds,136
2022-03-19,Rest of England,Patients in Hospital,9704
2022-03-19,Rest of England,Patients admitted to Hospital,1602
2022-03-20,London,Patients in mechanical ventilation beds,96
2022-03-20,London,Patients in Hospital,1977
2022-03-20,London,Patients admitted to Hospital,184
2022-03-20,Rest of England,Patients in mechanical ventilation beds,141
2022-03-20,Rest of England,Patients in Hospital,10093
2022-03-20,Rest of England,Patients admitted to Hospital,1609
2022-03-21,London,Patients in mechanical ventilation beds,98
2022-03-21,London,Patients in Hospital,2074
2022-03-21,London,Patients admitted to Hospital,217
2022-03-21,Rest of England,Patients in mechanical ventilation beds,154
2022-03-21,Rest of England,Patients in Hospital,10679
2022-03-21,Rest of England,Patients admitted to Hospital,1767
2022-03-22,London,Patients in mechanical ventilation beds,99
2022-03-22,London,Patients in Hospital,2114
2022-03-22,London,Patients admitted to Hospital,213
2022-03-22,Rest of England,Patients in mechanical ventilation beds,170
2022-03-22,Rest of England,Patients in Hospital,10946
2022-03-22,Rest of England,Patients admitted to Hospital,1885
2022-03-23,London,Patients in mechanical ventilation beds,98
2022-03-23,London,Patients in Hospital,2089
2022-03-23,London,Patients admitted to Hospital,211
2022-03-23,Rest of England,Patients in mechanical ventilation beds,162
2022-03-23,Rest of England,Patients in Hospital,11159
2022-03-23,Rest of England,Patients admitted to Hospital,1926
2022-03-24,London,Patients in mechanical ventilation beds,109
2022-03-24,London,Patients in Hospital,2112
2022-03-24,London,Patients admitted to Hospital,203
2022-03-24,Rest of England,Patients in mechanical ventilation beds,177
2022-03-24,Rest of England,Patients in Hospital,11490
2022-03-24,Rest of England,Patients admitted to Hospital,1803
2022-03-25,London,Patients in mechanical ventilation beds,107
2022-03-25,London,Patients in Hospital,2110
2022-03-25,London,Patients admitted to Hospital,181
2022-03-25,Rest of England,Patients in mechanical ventilation beds,183
2022-03-25,Rest of England,Patients in Hospital,11732
2022-03-25,Rest of England,Patients admitted to Hospital,1744
2022-03-26,London,Patients in mechanical ventilation beds,105
2022-03-26,London,Patients in Hospital,2072
2022-03-26,London,Patients admitted to Hospital,202
2022-03-26,Rest of England,Patients in mechanical ventilation beds,199
2022-03-26,Rest of England,Patients in Hospital,11724
2022-03-26,Rest of England,Patients admitted to Hospital,1667
2022-03-27,London,Patients in mechanical ventilation beds,98
